5, -100

1, -100

2, 76.44

3, -100

4, 74.07

5, -100

1, -100

2, 76.55

3, -100

4, 74.07

5, -100

1, -100

2, 76.55

3, -100

4, 74.19

5, -100

1, -100

2, 76.44

3, -100

4, 74.19

5, -100

1, -100

2, 76.44

3, -100

4, 74.07

5, -100

1, -100

2, 76.44

3, -100

4, 74.19

5, -100

1, -100

2, 76.44

3, -100

4, 74.07

5, -100

1, -100

2, 76.44

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.44

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.44

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.21

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.07

5, -100

1, -100

2, 76.21

3, -100

4, 74.07

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.32

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

1, -100

2, 76.21

3, -100

4, 74.19

5, -100

